[nGx *  nGy]
**************b
[wn *  Rotation * Transmitance ]
0.500000, 14.506769, 0.796542
0.501471, 15.667933, 0.818334
0.502941, 17.280300, 0.912992
0.504412, 17.569354, 0.994902
0.505882, 16.340823, 0.972278
0.507353, 15.259522, 0.893628
0.508824, 15.353833, 0.854664
0.510294, 16.419453, 0.884606
0.511765, 17.428517, 0.954831
0.513235, 17.479937, 0.998868
0.514706, 17.009426, 0.983589
0.516176, 17.055972, 0.953298
0.517647, 17.875641, 0.952855
0.519118, 18.980634, 0.977622
0.520588, 20.406821, 0.996309
0.522059, 23.318506, 0.999493
0.523529, 26.066778, 0.955391
0.525000, 22.620595, 0.698349
0.526471, 15.658238, 0.334676
0.527941, 10.600321, 0.140224
0.529412, 7.650140, 0.064877
0.530882, 5.903170, 0.034935
0.532353, 4.813241, 0.021800
0.533824, 4.108012, 0.015570
0.535294, 3.651387, 0.012603
0.536765, 3.377000, 0.011499
0.538235, 3.261980, 0.011821
0.539706, 3.324999, 0.013768
0.541176, 3.655287, 0.018407
0.542647, 4.532028, 0.028990
0.544118, 6.959975, 0.056491
0.545588, 15.611997, 0.149557
0.547059, 33.450989, 0.577902
0.548529, 19.223689, 0.883562
0.550000, 9.404905, 0.418382
0.551471, 7.585317, 0.290239
0.552941, 8.804598, 0.294797
0.554412, 13.310683, 0.406975
0.555882, 20.744369, 0.697242
0.557353, 20.398961, 0.999052
0.558824, 13.294420, 0.765299
0.560294, 9.301296, 0.503020
0.561765, 8.248166, 0.400206
0.563235, 9.224293, 0.401648
0.564706, 12.453949, 0.499962
0.566176, 17.541393, 0.725972
0.567647, 19.030467, 0.981233
0.569118, 14.601730, 0.894272
0.570588, 10.500285, 0.638647
0.572059, 8.693865, 0.488323
0.573529, 8.673084, 0.443439
0.575000, 10.313606, 0.483317
0.576471, 13.800638, 0.618648
0.577941, 17.555309, 0.850945
0.579412, 17.087353, 0.999972
0.580882, 13.138648, 0.850131
0.582353, 10.004237, 0.632132
0.583824, 8.637623, 0.507483
0.585294, 8.738014, 0.472186
0.586765, 10.269092, 0.513833
0.588235, 13.330267, 0.641379
0.589706, 16.638590, 0.851175
0.591176, 16.658122, 0.998901
0.592647, 13.380824, 0.889866
0.594118, 10.319221, 0.681798
0.595588, 8.735132, 0.543557
0.597059, 8.478178, 0.489318
0.598529, 9.450477, 0.506468
0.600000, 11.763143, 0.597764
0.601471, 14.977250, 0.770561
0.602941, 16.638798, 0.961065
0.604412, 14.735895, 0.972931
0.605882, 11.529792, 0.793168
0.607353, 9.292698, 0.617710
0.608824, 8.336010, 0.519885
0.610294, 8.494333, 0.493442
0.611765, 9.773367, 0.531625
0.613235, 12.246707, 0.641058
0.614706, 15.177222, 0.820934
0.616176, 16.111215, 0.983323
0.617647, 13.937770, 0.953461
